,0,1,2,3
0,2.2622953685727836e-05,0.971723014755058,0.01264830749643753,0.015606054794818724
1,0.1708787481444572,0.8206141996823022,0.0027634432490272406,0.005743608924213385
2,0.8585331174722465,0.00041763651069952904,0.1374221362810748,0.00362710973597922
3,0.1476875557096051,0.0019742381785196918,0.8280887492886667,0.022249456823208516
4,0.6495812701137404,0.09873060390576724,0.22505321141580714,0.026634914564685017
5,0.3466947139599037,0.053489343265559215,0.5837408646502896,0.016075078124247372
6,0.5535275933509548,0.08957094332346388,0.33006968145916055,0.026831781866420653
7,0.5535275933509548,0.08957094332346388,0.33006968145916055,0.026831781866420653
8,0.050038975121387434,0.25196431504806105,0.6943569816627575,0.003639728167793944
9,0.34154031547321545,0.06967808987970152,0.5761567517181531,0.012624842928929967
10,0.9279159451203206,0.0054448208630246495,0.06657732332469996,6.19106919546798e-05
11,0.0002252006256167192,0.8939866414536568,0.022616200784864635,0.0831719571358619
12,0.4998706662483076,0.4588559386900675,0.04099029311900708,0.00028310194261772553
13,0.005333997654397055,0.9885236464043485,0.003440118355037619,0.002702237586216819
14,0.000886427256975299,0.9962832713145852,0.0016409975500996,0.0011893038783397807
15,0.005333997654397055,0.9885236464043485,0.003440118355037619,0.002702237586216819
16,0.005333997654397055,0.9885236464043485,0.003440118355037619,0.002702237586216819
17,0.005333997654397055,0.9885236464043485,0.003440118355037619,0.002702237586216819
18,0.005333997654397055,0.9885236464043485,0.003440118355037619,0.002702237586216819
19,0.8294000881285823,0.0430204953572957,0.12735690098509758,0.00022251552902427524
20,8.585216103438475e-05,0.6829436490534787,0.0021829219762818965,0.3147875768092049
21,0.9870194408415879,0.012091174980072637,0.0008719146484577863,1.7469529881482772e-05
22,0.9639664980405703,0.000703440800199634,0.03528194204486946,4.811911436083233e-05
23,0.004989541828467092,0.9878233120721385,0.0043956859208458205,0.002791460178548734
24,0.15811741381923955,0.8343051877163179,0.002427867604032973,0.0051495308604095685
25,0.00039654664125932576,0.3852831028498401,0.01406428583075446,0.6002560646781461
26,0.0003750979414143147,0.5512678631222349,0.003946129672582118,0.4444109092637686
27,4.142337415348969e-05,0.9146713789033565,0.0026766216827028197,0.08261057603978718
28,2.2622953685727836e-05,0.971723014755058,0.01264830749643753,0.015606054794818724
29,0.02207713269289556,0.6412374521057786,0.05557368838684664,0.28111172681447916
30,0.02207713269289556,0.6412374521057786,0.05557368838684664,0.28111172681447916
31,0.02207713269289556,0.6412374521057786,0.05557368838684664,0.28111172681447916
32,0.02207713269289556,0.6412374521057786,0.05557368838684664,0.28111172681447916
